speech_id,work,loci,spkr,addr,book,line,text,level,urn
810,Odyssey,5.7-5.20,Athena,Zeus,5,7,"Ζεῦ πάτερ ἠδʼ ἄλλοι μάκαρες θεοὶ αἰὲν ἐόντες,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.7
810,Odyssey,5.7-5.20,Athena,Zeus,5,8,μή τις ἔτι πρόφρων ἀγανὸς καὶ ἤπιος ἔστω,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.8
810,Odyssey,5.7-5.20,Athena,Zeus,5,9,"σκηπτοῦχος βασιλεύς, μηδὲ φρεσὶν αἴσιμα εἰδώς,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.9
810,Odyssey,5.7-5.20,Athena,Zeus,5,10,ἀλλʼ αἰεὶ χαλεπός τʼ εἴη καὶ αἴσυλα ῥέζοι·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.10
810,Odyssey,5.7-5.20,Athena,Zeus,5,11,ὡς οὔ τις μέμνηται Ὀδυσσῆος θείοιο,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.11
810,Odyssey,5.7-5.20,Athena,Zeus,5,12,"λαῶν οἷσιν ἄνασσε, πατὴρ δʼ ὣς ἤπιος ἦεν.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.12
810,Odyssey,5.7-5.20,Athena,Zeus,5,13,ἀλλʼ ὁ μὲν ἐν νήσῳ κεῖται κρατέρʼ ἄλγεα πάσχων,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.13
810,Odyssey,5.7-5.20,Athena,Zeus,5,14,"νύμφης ἐν μεγάροισι Καλυψοῦς, ἥ μιν ἀνάγκῃ",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.14
810,Odyssey,5.7-5.20,Athena,Zeus,5,15,ἴσχει· ὁ δʼ οὐ δύναται ἣν πατρίδα γαῖαν ἱκέσθαι·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.15
810,Odyssey,5.7-5.20,Athena,Zeus,5,16,"οὐ γάρ οἱ πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.16
810,Odyssey,5.7-5.20,Athena,Zeus,5,17,οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.17
810,Odyssey,5.7-5.20,Athena,Zeus,5,18,νῦν αὖ παῖδʼ ἀγαπητὸν ἀποκτεῖναι μεμάασιν,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.18
810,Odyssey,5.7-5.20,Athena,Zeus,5,19,οἴκαδε νισόμενον· ὁ δʼ ἔβη μετὰ πατρὸς ἀκουὴν,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.19
810,Odyssey,5.7-5.20,Athena,Zeus,5,20,ἐς Πύλον ἠγαθέην ἠδʼ ἐς Λακεδαίμονα δῖαν.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.20
811,Odyssey,5.22-5.27,Zeus,Athena,5,22,"τέκνον ἐμόν, ποῖόν σε ἔπος φύγεν ἕρκος ὀδόντων.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.22
811,Odyssey,5.22-5.27,Zeus,Athena,5,23,"οὐ γὰρ δὴ τοῦτον μὲν ἐβούλευσας νόον αὐτή,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.23
811,Odyssey,5.22-5.27,Zeus,Athena,5,24,ὡς ἦ τοι κείνους Ὀδυσεὺς ἀποτίσεται ἐλθών;,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.24
811,Odyssey,5.22-5.27,Zeus,Athena,5,25,"Τηλέμαχον δὲ σὺ πέμψον ἐπισταμένως, δύνασαι γάρ,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.25
811,Odyssey,5.22-5.27,Zeus,Athena,5,26,"ὥς κε μάλʼ ἀσκηθὴς ἣν πατρίδα γαῖαν ἵκηται,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.26
811,Odyssey,5.22-5.27,Zeus,Athena,5,27,μνηστῆρες δʼ ἐν νηὶ· παλιμπετὲς ἀπονέωνται.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.27
812,Odyssey,5.29-5.42,Zeus,Hermes,5,29,"Ἑρμεία, σὺ γὰρ αὖτε τά τʼ ἄλλα περ ἄγγελός ἐσσι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.29
812,Odyssey,5.29-5.42,Zeus,Hermes,5,30,"νύμφῃ ἐυπλοκάμῳ εἰπεῖν νημερτέα βουλήν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.30
812,Odyssey,5.29-5.42,Zeus,Hermes,5,31,"νόστον Ὀδυσσῆος ταλασίφρονος, ὥς κε νέηται",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.31
812,Odyssey,5.29-5.42,Zeus,Hermes,5,32,οὔτε θεῶν πομπῇ οὔτε θνητῶν ἀνθρώπων·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.32
812,Odyssey,5.29-5.42,Zeus,Hermes,5,33,ἀλλʼ ὅ γʼ ἐπὶ σχεδίης πολυδέσμου πήματα πάσχων,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.33
812,Odyssey,5.29-5.42,Zeus,Hermes,5,34,"ἤματί κʼ εἰκοστῷ Σχερίην ἐρίβωλον ἵκοιτο,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.34
812,Odyssey,5.29-5.42,Zeus,Hermes,5,35,"Φαιήκων ἐς γαῖαν, οἳ ἀγχίθεοι γεγάασιν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.35
812,Odyssey,5.29-5.42,Zeus,Hermes,5,36,"οἵ κέν μιν περὶ κῆρι θεὸν ὣς τιμήσουσιν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.36
812,Odyssey,5.29-5.42,Zeus,Hermes,5,37,"πέμψουσιν δʼ ἐν νηὶ φίλην ἐς πατρίδα γαῖαν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.37
812,Odyssey,5.29-5.42,Zeus,Hermes,5,38,"χαλκόν τε χρυσόν τε ἅλις ἐσθῆτά τε δόντες,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.38
812,Odyssey,5.29-5.42,Zeus,Hermes,5,39,"πόλλʼ, ὅσʼ ἂν οὐδέ ποτε Τροίης ἐξήρατʼ Ὀδυσσεύς,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.39
812,Odyssey,5.29-5.42,Zeus,Hermes,5,40,"εἴ περ ἀπήμων ἦλθε, λαχὼν ἀπὸ ληίδος αἶσαν.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.40
812,Odyssey,5.29-5.42,Zeus,Hermes,5,41,ὣς γάρ οἱ μοῖρʼ ἐστὶ φίλους τʼ ἰδέειν καὶ ἱκέσθαι,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.41
812,Odyssey,5.29-5.42,Zeus,Hermes,5,42,οἶκον ἐς ὑψόροφον καὶ ἑὴν ἐς πατρίδα γαῖαν.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.42
813,Odyssey,5.87-5.91,Calypso,Hermes,5,87,"τίπτε μοι, Ἑρμεία χρυσόρραπι, εἰλήλουθας",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.87
813,Odyssey,5.87-5.91,Calypso,Hermes,5,88,αἰδοῖός τε φίλος τε; πάρος γε μὲν οὔ τι θαμίζεις.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.88
813,Odyssey,5.87-5.91,Calypso,Hermes,5,89,"αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.89
813,Odyssey,5.87-5.91,Calypso,Hermes,5,90,εἰ δύναμαι τελέσαι γε καὶ εἰ τετελεσμένον ἐστίν.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.90
813,Odyssey,5.87-5.91,Calypso,Hermes,5,91,"ἀλλʼ ἕπεο προτέρω, ἵνα τοι πὰρ ξείνια θείω.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.91
814,Odyssey,5.97-5.115,Hermes,Calypso,5,97,εἰρωτᾷς μʼ ἐλθόντα θεὰ θεόν· αὐτὰρ ἐγώ τοι,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.97
814,Odyssey,5.97-5.115,Hermes,Calypso,5,98,νημερτέως τὸν μῦθον ἐνισπήσω· κέλεαι γάρ.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.98
814,Odyssey,5.97-5.115,Hermes,Calypso,5,99,Ζεὺς ἐμέ γʼ ἠνώγει δεῦρʼ ἐλθέμεν οὐκ ἐθέλοντα·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.99
814,Odyssey,5.97-5.115,Hermes,Calypso,5,100,τίς δʼ ἂν ἑκὼν τοσσόνδε διαδράμοι ἁλμυρὸν ὕδωρ,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.100
814,Odyssey,5.97-5.115,Hermes,Calypso,5,101,"ἄσπετον; οὐδέ τις ἄγχι βροτῶν πόλις, οἵ τε θεοῖσιν",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.101
814,Odyssey,5.97-5.115,Hermes,Calypso,5,102,ἱερά τε ῥέζουσι καὶ ἐξαίτους ἑκατόμβας.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.102
814,Odyssey,5.97-5.115,Hermes,Calypso,5,103,ἀλλὰ μάλʼ οὔ πως ἔστι Διὸς νόον αἰγιόχοιο,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.103
814,Odyssey,5.97-5.115,Hermes,Calypso,5,104,οὔτε παρεξελθεῖν ἄλλον θεὸν οὔθʼ ἁλιῶσαι.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.104
814,Odyssey,5.97-5.115,Hermes,Calypso,5,105,"φησί τοι ἄνδρα παρεῖναι ὀιζυρώτατον ἄλλων,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.105
814,Odyssey,5.97-5.115,Hermes,Calypso,5,106,"τῶν ἀνδρῶν, οἳ ἄστυ πέρι Πριάμοιο μάχοντο",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.106
814,Odyssey,5.97-5.115,Hermes,Calypso,5,107,"εἰνάετες, δεκάτῳ δὲ πόλιν πέρσαντες ἔβησαν",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.107
814,Odyssey,5.97-5.115,Hermes,Calypso,5,108,"οἴκαδʼ· ἀτὰρ ἐν νόστῳ Ἀθηναίην ἀλίτοντο,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.108
814,Odyssey,5.97-5.115,Hermes,Calypso,5,109,ἥ σφιν ἐπῶρσʼ ἄνεμόν τε κακὸν καὶ κύματα μακρά.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.109
814,Odyssey,5.97-5.115,Hermes,Calypso,5,110,"ἔνθʼ ἄλλοι μὲν πάντες ἀπέφθιθεν ἐσθλοὶ ἑταῖροι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.110
814,Odyssey,5.97-5.115,Hermes,Calypso,5,111,τὸν δʼ ἄρα δεῦρʼ ἄνεμός τε φέρων καὶ κῦμα πέλασσε.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.111
814,Odyssey,5.97-5.115,Hermes,Calypso,5,112,τὸν νῦν σʼ ἠνώγειν ἀποπεμπέμεν ὅττι τάχιστα·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.112
814,Odyssey,5.97-5.115,Hermes,Calypso,5,113,"οὐ γάρ οἱ τῇδʼ αἶσα φίλων ἀπονόσφιν ὀλέσθαι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.113
814,Odyssey,5.97-5.115,Hermes,Calypso,5,114,ἀλλʼ ἔτι οἱ μοῖρʼ ἐστὶ φίλους τʼ ἰδέειν καὶ ἱκέσθαι,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.114
814,Odyssey,5.97-5.115,Hermes,Calypso,5,115,οἶκον ἐς ὑψόροφον καὶ ἑὴν ἐς πατρίδα γαῖαν.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.115
815,Odyssey,5.118-5.144,Calypso,Hermes,5,118,"σχέτλιοί ἐστε, θεοί, ζηλήμονες ἔξοχον ἄλλων,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.118
815,Odyssey,5.118-5.144,Calypso,Hermes,5,119,οἵ τε θεαῖς ἀγάασθε παρʼ ἀνδράσιν εὐνάζεσθαι,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.119
815,Odyssey,5.118-5.144,Calypso,Hermes,5,120,"ἀμφαδίην, ἤν τίς τε φίλον ποιήσετʼ ἀκοίτην.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.120
815,Odyssey,5.118-5.144,Calypso,Hermes,5,121,"ὣς μὲν ὅτʼ Ὠρίωνʼ ἕλετο ῥοδοδάκτυλος Ἠώς,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.121
815,Odyssey,5.118-5.144,Calypso,Hermes,5,122,"τόφρα οἱ ἠγάασθε θεοὶ ῥεῖα ζώοντες,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.122
815,Odyssey,5.118-5.144,Calypso,Hermes,5,123,ἧος ἐν Ὀρτυγίῃ χρυσόθρονος Ἄρτεμις ἁγνὴ,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.123
815,Odyssey,5.118-5.144,Calypso,Hermes,5,124,οἷς ἀγανοῖς βελέεσσιν ἐποιχομένη κατέπεφνεν.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.124
815,Odyssey,5.118-5.144,Calypso,Hermes,5,125,"ὣς δʼ ὁπότʼ Ἰασίωνι ἐυπλόκαμος Δημήτηρ,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.125
815,Odyssey,5.118-5.144,Calypso,Hermes,5,126,"ᾧ θυμῷ εἴξασα, μίγη φιλότητι καὶ εὐνῇ",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.126
815,Odyssey,5.118-5.144,Calypso,Hermes,5,127,νειῷ ἔνι τριπόλῳ· οὐδὲ δὴν ἦεν ἄπυστος,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.127
815,Odyssey,5.118-5.144,Calypso,Hermes,5,128,"Ζεύς, ὅς μιν κατέπεφνε βαλὼν ἀργῆτι κεραυνῷ.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.128
815,Odyssey,5.118-5.144,Calypso,Hermes,5,129,"ὥς δʼ αὖ νῦν μοι ἄγασθε, θεοί, βροτὸν ἄνδρα παρεῖναι.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.129
815,Odyssey,5.118-5.144,Calypso,Hermes,5,130,τὸν μὲν ἐγὼν ἐσάωσα περὶ τρόπιος βεβαῶτα,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.130
815,Odyssey,5.118-5.144,Calypso,Hermes,5,131,"οἶον, ἐπεί οἱ νῆα θοὴν ἀργῆτι κεραυνῷ",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.131
815,Odyssey,5.118-5.144,Calypso,Hermes,5,132,Ζεὺς ἔλσας ἐκέασσε μέσῳ ἐνὶ οἴνοπι πόντῳ.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.132
815,Odyssey,5.118-5.144,Calypso,Hermes,5,133,"ἔνθʼ ἄλλοι μὲν πάντες ἀπέφθιθεν ἐσθλοὶ ἑταῖροι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.133
815,Odyssey,5.118-5.144,Calypso,Hermes,5,134,τὸν δʼ ἄρα δεῦρʼ ἄνεμός τε φέρων καὶ κῦμα πέλασσε.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.134
815,Odyssey,5.118-5.144,Calypso,Hermes,5,135,"τὸν μὲν ἐγὼ φίλεόν τε καὶ ἔτρεφον, ἠδὲ ἔφασκον",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.135
815,Odyssey,5.118-5.144,Calypso,Hermes,5,136,θήσειν ἀθάνατον καὶ ἀγήραον ἤματα πάντα.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.136
815,Odyssey,5.118-5.144,Calypso,Hermes,5,137,ἀλλʼ ἐπεὶ οὔ πως ἔστι Διὸς νόον αἰγιόχοιο,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.137
815,Odyssey,5.118-5.144,Calypso,Hermes,5,138,"οὔτε παρεξελθεῖν ἄλλον θεὸν οὔθʼ ἁλιῶσαι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.138
815,Odyssey,5.118-5.144,Calypso,Hermes,5,139,"ἐρρέτω, εἴ μιν κεῖνος ἐποτρύνει καὶ ἀνώγει,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.139
815,Odyssey,5.118-5.144,Calypso,Hermes,5,140,πόντον ἐπʼ ἀτρύγετον· πέμψω δέ μιν οὔ πῃ ἐγώ γε·,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.140
815,Odyssey,5.118-5.144,Calypso,Hermes,5,141,"οὐ γάρ μοι πάρα νῆες ἐπήρετμοι καὶ ἑταῖροι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.141
815,Odyssey,5.118-5.144,Calypso,Hermes,5,142,οἵ κέν μιν πέμποιεν ἐπʼ εὐρέα νῶτα θαλάσσης.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.142
815,Odyssey,5.118-5.144,Calypso,Hermes,5,143,"αὐτάρ οἱ πρόφρων ὑποθήσομαι, οὐδʼ ἐπικεύσω,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.143
815,Odyssey,5.118-5.144,Calypso,Hermes,5,144,ὥς κε μάλʼ ἀσκηθὴς ἣν πατρίδα γαῖαν ἵκηται.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.144
816,Odyssey,5.146-5.147,Hermes,Calypso,5,146,"οὕτω νῦν ἀπόπεμπε, Διὸς δʼ ἐποπίζεο μῆνιν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.146
816,Odyssey,5.146-5.147,Hermes,Calypso,5,147,μή πώς τοι μετόπισθε κοτεσσάμενος χαλεπήνῃ.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.147
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,160,"κάμμορε, μή μοι ἔτʼ ἐνθάδʼ ὀδύρεο, μηδέ τοι αἰὼν",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.160
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,161,φθινέτω· ἤδη γάρ σε μάλα πρόφρασσʼ ἀποπέμψω.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.161
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,162,ἀλλʼ ἄγε δούρατα μακρὰ ταμὼν ἁρμόζεο χαλκῷ,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.162
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,163,εὐρεῖαν σχεδίην· ἀτὰρ ἴκρια πῆξαι ἐπʼ αὐτῆς,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.163
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,164,"ὑψοῦ, ὥς σε φέρῃσιν ἐπʼ ἠεροειδέα πόντον.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.164
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,165,αὐτὰρ ἐγὼ σῖτον καὶ ὕδωρ καὶ οἶνον ἐρυθρὸν,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.165
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,166,"ἐνθήσω μενοεικέʼ, ἅ κέν τοι λιμὸν ἐρύκοι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.166
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,167,"εἵματά τʼ ἀμφιέσω· πέμψω δέ τοι οὖρον ὄπισθεν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.167
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,168,"ὥς κε μάλʼ ἀσκηθὴς σὴν πατρίδα γαῖαν ἵκηαι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.168
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,169,"αἴ κε θεοί γʼ ἐθέλωσι, τοὶ οὐρανὸν εὐρὺν ἔχουσιν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.169
817,Odyssey,5.160-5.170,Calypso,Odysseus,5,170,οἵ μευ φέρτεροί εἰσι νοῆσαί τε κρῆναί τε.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.170
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,173,"ἄλλο τι δὴ σύ, θεά, τόδε μήδεαι, οὐδέ τι πομπήν,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.173
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,174,"ἥ με κέλεαι σχεδίῃ περάαν μέγα λαῖτμα θαλάσσης,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.174
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,175,δεινόν τʼ ἀργαλέον τε· τὸ δʼ οὐδʼ ἐπὶ νῆες ἐῖσαι,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.175
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,176,"ὠκύποροι περόωσιν, ἀγαλλόμεναι Διὸς οὔρῳ.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.176
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,177,"οὐδʼ ἂν ἐγὼν ἀέκητι σέθεν σχεδίης ἐπιβαίην,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.177
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,178,"εἰ μή μοι τλαίης γε, θεά, μέγαν ὅρκον ὀμόσσαι",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.178
818,Odyssey,5.173-5.179,Odysseus,Calypso,5,179,μή τί μοι αὐτῷ πῆμα κακὸν βουλευσέμεν ἄλλο.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.179
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,182,"ἦ δὴ ἀλιτρός γʼ ἐσσὶ καὶ οὐκ ἀποφώλια εἰδώς,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.182
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,183,οἷον δὴ τὸν μῦθον ἐπεφράσθης ἀγορεῦσαι.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.183
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,184,ἴστω νῦν τόδε γαῖα καὶ οὐρανὸς εὐρὺς ὕπερθε,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.184
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,185,"καὶ τὸ κατειβόμενον Στυγὸς ὕδωρ, ὅς τε μέγιστος",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.185
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,186,"ὅρκος δεινότατός τε πέλει μακάρεσσι θεοῖσι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.186
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,187,μή τί τοι αὐτῷ πῆμα κακὸν βουλευσέμεν ἄλλο.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.187
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,188,"ἀλλὰ τὰ μὲν νοέω καὶ φράσσομαι, ἅσσʼ ἂν ἐμοί περ",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.188
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,189,"αὐτῇ μηδοίμην, ὅτε με χρειὼ τόσον ἵκοι·",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.189
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,190,"καὶ γὰρ ἐμοὶ νόος ἐστὶν ἐναίσιμος, οὐδέ μοι αὐτῇ",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.190
819,Odyssey,5.182-5.191,Calypso,Odysseus,5,191,"θυμὸς ἐνὶ στήθεσσι σιδήρεος, ἀλλʼ ἐλεήμων.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.191
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,203,"διογενὲς Λαερτιάδη, πολυμήχανʼ Ὀδυσσεῦ,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.203
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,204,οὕτω δὴ οἶκόνδε φίλην ἐς πατρίδα γαῖαν,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.204
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,205,αὐτίκα νῦν ἐθέλεις ἰέναι; σὺ δὲ χαῖρε καὶ ἔμπης.,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.205
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,206,εἴ γε μὲν εἰδείης σῇσι φρεσὶν ὅσσα τοι αἶσα,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.206
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,207,"κήδεʼ ἀναπλῆσαι, πρὶν πατρίδα γαῖαν ἱκέσθαι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.207
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,208,ἐνθάδε κʼ αὖθι μένων σὺν ἐμοὶ τόδε δῶμα φυλάσσοις,0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.208
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,209,"ἀθάνατός τʼ εἴης, ἱμειρόμενός περ ἰδέσθαι",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.209
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,210,"σὴν ἄλοχον, τῆς τʼ αἰὲν ἐέλδεαι ἤματα πάντα.",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.210
820,Odyssey,5.203-5.213,Calypso,Odysseus,5,211,"οὐ μέν θην κείνης γε χερείων εὔχομαι εἶναι,",0,urn:cts:greekLit:tlg0012.tlg002.perseus-grc2:5.211
